smoothed loss,lr
0.9007656574249268,1.791744205716795e-05
0.9742186784744262,3.483488411438031e-05
1.066428050994873,5.175232617154826e-05
1.2378268365859986,6.866976822871621e-05
1.3131183723449706,8.558721028592857e-05
1.3568708451461793,0.00010250465234309653
1.3623096348342898,0.00011942209440026447
1.237572622418213,0.00013633953645743243
1.2030986882208254,0.00015325697851464477
1.2893863707350466,0.00017017442057181274
1.4401283573760013,0.00018709186262898069
1.4449805984221633,0.00020400930468619306
1.431236797119994,0.000220926746743361
1.4157646366324577,0.00023784418880052894
1.2797894055339936,0.0002547616308577413
1.378535689885874,0.0002716790729149093
1.2971228615247883,0.00028859651497207726
1.2565681183976873,0.00030551395702928957
1.2342663879905498,0.00032243139908645754
1.3469535490444784,0.0003393488411436255
1.3258192364828971,0.00035626628320079343
1.2534781554903338,0.0003731837252580058
1.1815029628726443,0.00039010116731517377
1.1510598379494827,0.0004070186093723417
1.2124082579709754,0.00042393605142955406
1.1480399834710493,0.00044085349348672203
1.102991749254714,0.00045777093554388995
1.1217383777362908,0.0004746883776011023
1.1976696519265815,0.0004916058196582703
1.129667708731512,0.0005085232617154383
1.1146923378760176,0.0005254407037726062
1.1012306273503747,0.0005423581458298185
1.0895361710010882,0.0005592755878869865
1.0977542963360878,0.0005761930299441545
1.0665058228759077,0.0005931104720013668
1.0919619348357603,0.0006100279140585348
1.1252034065493335,0.0006269453561157027
1.202375893383693,0.0006438627981729151
1.1931005514379116,0.000660780240230083
1.255796726283691,0.000677697682287251
1.2460177387692624,0.0006946151243444633
1.0808551904279464,0.0007115325664016313
1.1029064891114613,0.0007284500084587993
1.110500616818649,0.0007453674505159672
1.0830142005205017,0.0007622848925731795
1.1259163700675856,0.0007792023346303475
1.167108661582938,0.0007961197766875155
1.1313218646453786,0.0008130372187447278
1.1696460861529485,0.0008299546608018958
1.1123081460448563,0.0008468721028590637
1.06275175927897,0.0008637895449162761
1.028025725832142,0.000880706986973444
0.9860154941483796,0.000897624429030612
0.9510295235955287,0.0009145418710878243
0.9747944946164743,0.0009314593131449923
0.9916499753852571,0.0009483767552021603
0.990594820186288,0.0009652941972593281
0.9749883778928048,0.0009822116393165404
0.9639732534121137,0.0009991290813737084
0.9456639404639133,0.0010160465234308764
0.8655045243537052,0.0010329639654880886
0.8538417031316458,0.0010498814075452566
0.8046961514114142,0.0010667988496024245
0.8447967360781671,0.001083716291659637
1.0296550186766817,0.001100633733716805
1.024886996928345,0.001117551175773973
0.9622709881333438,0.0011344686178311409
1.0043822392676613,0.001151386059888353
1.0132548940065975,0.001168303501945521
0.9243422017004869,0.001185220944002689
0.9444300306246107,0.0012021383860599014
0.952262872251306,0.0012190558281170694
0.9390813539762768,0.0012359732701742374
0.8822345241180637,0.0012528907122314496
0.8881918036358817,0.0012698081542886176
0.8799174780382525,0.0012867255963457855
0.8312864227878103,0.001303643038402998
0.8383742152680596,0.001320560480460166
0.8404984616462103,0.001337477922517334
0.9909453744271368,0.0013543953645745019
1.0102450652582622,0.001371312806631714
1.049794920576666,0.001388230248688882
0.99873375359619,0.00140514769074605
1.0035830455100085,0.0014220651328032624
0.9894235862950919,0.0014389825748604304
0.9131043659576128,0.0014559000169175984
0.8946196045023879,0.0014728174589748106
0.9159498378072326,0.0014897349010319786
0.8612549197224098,0.0015066523430891465
0.8566166910765424,0.001523569785146359
0.8118928792665684,0.001540487227203527
0.8612434007795878,0.001557404669260695
0.8555364996649606,0.0015743221113178629
0.8056130123502241,0.001591239553375075
0.8093930731110753,0.001608156995432243
0.7753679831737663,0.001625074437489411
0.7138977233500788,0.0016419918795466234
0.7427733448292025,0.0016589093216037914
0.734014408361531,0.0016758267636609594
0.7357440960976416,0.0016927442057181716
0.700079792545075,0.0017096616477753396
0.777974219167896,0.0017265790898325075
0.7748216637330596,0.0017434965318896755
0.7509290654148535,0.001760413973946888
0.7362463417598308,0.001777331416004056
0.8240690424401522,0.0017942488580612239
0.9479656612363625,0.001811166300118436
1.0191484050343171,0.001828083742175604
0.994853290429889,0.001845001184232772
0.9957330842901697,0.0018619186262899844
0.9480162874928658,0.0018788360683471524
0.8799038184540706,0.0018957535104043204
0.844484265872418,0.0019126709524615326
0.8590189426967137,0.0019295883945187006
0.8166986632210917,0.0019465058365758685
0.8113016071210629,0.001963423278633037
0.7816852118404967,0.001980340720690249
0.7258058258559118,0.001997258162747417
0.746005480978156,0.002014175604804585
0.8242455526139457,0.0020310930468617973
0.8297251903173224,0.0020480104889189655
0.7826057190225042,0.0020649279309761332
0.7561510177076275,0.0020818453730333457
0.723221275935206,0.0020987628150905134
0.7051392465667989,0.0021156802571476816
0.7156032895912383,0.002132597699204894
0.7240834693805102,0.002149515141262062
0.702657891169844,0.00216643258331923
0.7370587451105579,0.0021833500253763977
0.7135361204819095,0.00220026746743361
0.6848467405856619,0.002217184909490778
0.6759219261980828,0.002234102351547946
0.7466981961708686,0.0022510197936051585
0.704897721956684,0.0022679372356623263
0.8021325511539092,0.0022848546777194945
0.7652128134412854,0.0023017721197767065
0.7080530777965618,0.0023186895618338746
0.6822706187085019,0.0023356070038910424
0.6973029275191391,0.0023525244459482106
0.682034377213523,0.002369441888005423
0.7115556390732172,0.0023863593300625908
0.6576548768400863,0.002403276772119759
0.6754027806377184,0.002420194214176971
0.6270470005397616,0.002437111656234139
0.6132286653617715,0.002454029098291307
0.6748904955943184,0.0024709465403485193
0.6992878971544709,0.0024878639824056875
0.7696203993199513,0.0025047814244628553
0.7906601990412272,0.0025216988665200677
0.7817971082648116,0.0025386163085772354
0.7394098736540857,0.0025555337506344036
0.7487497407354025,0.0025724511926915714
0.7789025845652507,0.002589368634748784
0.7266625239472141,0.002606286076805952
0.7546390592273513,0.0026232035188631197
0.7733387350413354,0.002640120960920332
